year,pid,player,pos,posgroup,win_k,win_dollars,sf_ecr,overall_rank,rank_used,rank_src,par,dollars_per_par,skill_tier,idp_par_rank,idp_tier,tier,total_bids,forced,overtakes,duration_hrs,nominator,winner,self_nom
2025,11232,DeAndre Hopkins,WR,SKILL,2.0,2000.0,204.5,341.0,204.5,sf_ecr,0.0,,T7_150+,,,T7_150+,2,1,0,24.06,Pure Greatness,Pure Greatness,True
2025,14167,Josh Hines-Allen,DE,IDP,2.0,2000.0,,,,,17.5,114.3,,27,IDP4_25+,IDP4_25+,2,0,1,41.92,Cleon Ca$h,L.A. Looks,False
2025,11222,Keenan Allen,WR,SKILL,5.0,5000.0,210.6,252.0,210.6,sf_ecr,42.6,117.4,T7_150+,,,T7_150+,4,1,2,41.55,Gride,Hawks,False
2025,14910,Brandon Jones,S,IDP,3.0,3000.0,,,,,94.0,31.9,,12,IDP2_7-12,IDP2_7-12,2,0,1,24.25,L.A. Looks,Blake Bombers,False
2025,15319,Joshua Palmer,WR,SKILL,2.0,2000.0,186.1,302.0,186.1,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,24.31,Hawks,Real Deal Creel,False
2025,16175,Roschon Johnson,RB,SKILL,4.0,4000.0,212.9,317.0,212.9,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,37.07,Gride,HammerTime 🔨 ⏰,False
2025,11938,Adam Thielen,WR,SKILL,4.0,4000.0,210.4,262.0,210.4,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,47.78,CBP,HammerTime 🔨 ⏰,False
2025,14223,Alexander Mattison,RB,SKILL,4.0,4000.0,,,,,,,unranked,,,unranked,3,2,0,24.01,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2025,14079,Miles Sanders,RB,SKILL,2.0,2000.0,253.7,348.0,253.7,sf_ecr,0.0,,T7_150+,,,T7_150+,2,1,0,24.17,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2025,17054,Damien Martinez,RB,SKILL,5.0,5000.0,244.1,145.0,244.1,sf_ecr,,,T7_150+,,,T7_150+,5,3,1,39.84,Sex Manther,The Long Haulers,False
2025,13138,Kareem Hunt,RB,SKILL,5.0,5000.0,265.0,276.0,265.0,sf_ecr,4.3,1162.8,T7_150+,,,T7_150+,5,2,2,49.17,Pure Greatness,Pure Greatness,True
2025,12752,Kevin Byard,S,IDP,4.0,4000.0,,,,,138.0,29.0,,5,IDP1_1-6,IDP1_1-6,3,1,1,39.85,Real Deal Creel,Blake Bombers,False
2025,15869,Terrel Bernard,LB,IDP,2.0,2000.0,,,,,34.5,58.0,,24,IDP3_13-24,IDP3_13-24,2,0,1,33.26,Real Deal Creel,Blake Bombers,False
2025,15404,Ernest Jones,LB,IDP,4.0,4000.0,,,,,119.5,33.5,,7,IDP2_7-12,IDP2_7-12,4,1,2,33.6,Cleon Ca$h,Cleon Ca$h,True
2025,14221,Quincy Williams,LB,IDP,4.0,4000.0,,,,,22.5,177.8,,26,IDP4_25+,IDP4_25+,4,1,2,40.7,Cleon Ca$h,Cleon Ca$h,True
2025,17099,Oronde Gadsden,TE,SKILL,4.0,4000.0,223.2,124.0,223.2,sf_ecr,-11.1,,T7_150+,,,T7_150+,4,0,3,38.41,Blake Bombers,Sex Manther,False
2025,14251,Blake Cashman,LB,IDP,2.0,2000.0,,,,,88.0,22.7,,14,IDP3_13-24,IDP3_13-24,2,1,0,24.02,L.A. Looks,L.A. Looks,True
2025,14823,Rico Dowdle,RB,SKILL,4.0,4000.0,195.7,273.0,195.7,sf_ecr,104.0,38.5,T7_150+,,,T7_150+,3,2,0,24.04,L.A. Looks,L.A. Looks,True
2025,16269,Brenton Strange,TE,SKILL,2.0,2000.0,179.6,259.0,179.6,sf_ecr,-4.7,,T7_150+,,,T7_150+,2,1,0,24.04,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2025,14927,Jeremy Chinn,S,IDP,2.0,2000.0,,,,,114.8,17.4,,8,IDP2_7-12,IDP2_7-12,2,1,0,24.1,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2025,13284,Trey Hendrickson,DE,IDP,3.0,3000.0,,,,,43.0,69.8,,21,IDP3_13-24,IDP3_13-24,3,2,0,24.06,Blake Bombers,Blake Bombers,True
2025,13737,Jessie Bates,S,IDP,2.0,2000.0,,,,,39.2,51.0,,22,IDP3_13-24,IDP3_13-24,2,1,0,24.0,Real Deal Creel,Real Deal Creel,True
2025,12860,Ka'imi Fairbairn,PK,KP,2.0,2000.0,,283.0,283.0,redraft_ovr,79.9,25.0,,,,kp,2,0,1,36.64,The Long Haulers,Pure Greatness,False
2025,13714,Derwin James,S,IDP,4.0,4000.0,,,,,143.7,27.8,,4,IDP1_1-6,IDP1_1-6,4,1,2,26.18,Pure Greatness,Pure Greatness,True
2025,15293,Rashod Bateman,WR,SKILL,5.0,5000.0,152.1,231.0,152.1,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,47.17,L.A. Looks,HammerTime 🔨 ⏰,False
2025,13251,Budda Baker,S,IDP,4.0,4000.0,,,,,113.0,35.4,,9,IDP2_7-12,IDP2_7-12,3,0,2,27.62,L.A. Looks,Sex Manther,False
2025,9064,Joe Flacco,QB,SKILL,6.0,6000.0,184.0,286.0,184.0,sf_ecr,40.4,148.5,T7_150+,,,T7_150+,3,0,2,47.61,Sex Manther,The Long Haulers,False
2025,13193,Jonnu Smith,TE,SKILL,6.0,6000.0,147.8,266.0,147.8,sf_ecr,4.0,1500.0,T6_101-150,,,T6_101-150,5,3,1,25.99,Hawks,HammerTime 🔨 ⏰,False
2025,15713,Jerome Ford,RB,SKILL,6.0,6000.0,208.7,234.0,208.7,sf_ecr,0.0,,T7_150+,,,T7_150+,4,3,0,24.0,Sex Manther,Sex Manther,True
2025,12676,Hunter Henry,TE,SKILL,2.0,2000.0,178.3,244.0,178.3,sf_ecr,12.1,165.3,T7_150+,,,T7_150+,2,1,0,24.21,Cleon Ca$h,Cleon Ca$h,True
2025,15861,Nik Bonitto,DE,IDP,4.0,4000.0,,,,,105.5,37.9,,10,IDP2_7-12,IDP2_7-12,4,1,2,59.82,C-Town Chivalry,Sex Manther,False
2025,15428,Jamien Sherwood,LB,IDP,3.0,3000.0,,,,,91.0,33.0,,13,IDP3_13-24,IDP3_13-24,3,1,1,38.18,C-Town Chivalry,Pure Greatness,False
2025,17241,Jeremy Crawshaw,PN,KP,2.0,2000.0,,,,,135.5,14.8,,,,kp,2,0,1,24.96,Real Deal Creel,Blake Bombers,False
2025,14892,Jordyn Brooks,LB,IDP,4.0,4000.0,,,,,170.5,23.5,,2,IDP1_1-6,IDP1_1-6,4,1,2,42.04,The Long Haulers,The Long Haulers,True
2025,13987,Robert Spillane,LB,IDP,4.0,4000.0,,,,,97.0,41.2,,11,IDP2_7-12,IDP2_7-12,4,1,2,42.24,The Long Haulers,The Long Haulers,True
2025,14840,Brandon Aiyuk,WR,SKILL,11.0,11000.0,68.5,239.0,68.5,sf_ecr,,,T4_51-75,,,T4_51-75,7,1,5,34.84,Pure Greatness,Pure Greatness,True
2025,14412,Alex Singleton,LB,IDP,2.0,2000.0,,,,,62.0,32.3,,17,IDP3_13-24,IDP3_13-24,2,1,0,24.11,Pure Greatness,Pure Greatness,True
2025,15254,Najee Harris,RB,SKILL,13.0,13000.0,138.9,232.0,138.9,sf_ecr,0.0,,T6_101-150,,,T6_101-150,8,5,2,47.62,Cleon Ca$h,The Long Haulers,False
2025,13610,Nick Chubb,RB,SKILL,3.0,3000.0,225.2,222.0,225.2,sf_ecr,4.6,652.2,T7_150+,,,T7_150+,3,1,1,41.51,Blake Bombers,Real Deal Creel,False
2025,14225,Maxx Crosby,DE,IDP,10.0,10000.0,,,,,180.5,55.4,,1,IDP1_1-6,IDP1_1-6,5,3,1,30.48,Blake Bombers,Cleon Ca$h,False
2025,15835,Jaquan Brisker,S,IDP,2.0,2000.0,,,,,25.8,77.5,,25,IDP4_25+,IDP4_25+,2,1,0,24.01,Sex Manther,Sex Manther,True
2025,14882,Jonathan Greenard,DE,IDP,2.0,2000.0,,,,,47.5,42.1,,19,IDP3_13-24,IDP3_13-24,2,1,0,24.06,L.A. Looks,L.A. Looks,True
2025,13674,Dallas Goedert,TE,SKILL,7.0,7000.0,139.2,228.0,139.2,sf_ecr,51.1,137.0,T6_101-150,,,T6_101-150,5,4,0,24.01,L.A. Looks,L.A. Looks,True
2025,14136,Deebo Samuel,WR,SKILL,8.0,8000.0,122.9,169.0,122.9,sf_ecr,78.9,101.4,T6_101-150,,,T6_101-150,5,2,2,29.46,CBP,Gride,False
2025,14109,Terry McLaurin,WR,SKILL,19.0,19000.0,62.0,55.0,62.0,sf_ecr,17.1,1111.1,T4_51-75,,,T4_51-75,5,3,1,26.28,CBP,Blake Bombers,False
2025,7836,Aaron Rodgers,QB,SKILL,7.0,7000.0,143.9,238.0,143.9,sf_ecr,-11.4,,T6_101-150,,,T6_101-150,4,2,1,33.46,CBP,Pure Greatness,False
2025,14179,Julian Love,S,IDP,2.0,2000.0,,,,,44.7,44.7,,20,IDP3_13-24,IDP3_13-24,2,1,0,24.02,CBP,CBP,True
2025,13813,Foyesade Oluokun,LB,IDP,2.0,2000.0,,,,,121.5,16.5,,6,IDP1_1-6,IDP1_1-6,2,1,0,24.0,C-Town Chivalry,C-Town Chivalry,True
2025,16178,Keaton Mitchell,RB,SKILL,2.0,2000.0,257.0,326.0,257.0,sf_ecr,1.7,1176.5,T7_150+,,,T7_150+,2,1,0,24.01,The Long Haulers,The Long Haulers,True
2025,13633,Christian Kirk,WR,SKILL,2.0,2000.0,152.9,255.0,152.9,sf_ecr,-3.3,,T7_150+,,,T7_150+,2,1,0,24.01,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2025,16414,Brandon Aubrey,PK,KP,2.0,2000.0,,219.0,219.0,redraft_ovr,191.0,10.5,,,,kp,2,0,1,25.84,Real Deal Creel,L.A. Looks,False
2025,15346,Gregory Rousseau,DE,IDP,3.0,3000.0,,,,,0.0,,,28,IDP4_25+,IDP4_25+,3,0,2,47.03,Real Deal Creel,HammerTime 🔨 ⏰,False
2025,14218,Bobby Okereke,LB,IDP,2.0,2000.0,,,,,58.0,34.5,,18,IDP3_13-24,IDP3_13-24,2,1,0,24.0,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2025,13869,Corey Bojorquez,PN,KP,2.0,2000.0,,,,,74.0,27.0,,,,kp,2,0,1,26.64,Pure Greatness,L.A. Looks,False
2025,9431,Matthew Stafford,QB,SKILL,18.0,18000.0,112.0,220.0,112.0,sf_ecr,160.7,112.0,T6_101-150,,,T6_101-150,7,3,3,36.11,Pure Greatness,L.A. Looks,False
2025,13837,Zaire Franklin,LB,IDP,5.0,5000.0,,,,,62.5,80.0,,16,IDP3_13-24,IDP3_13-24,4,2,1,42.44,Gride,HammerTime 🔨 ⏰,False
2025,13192,David Njoku,TE,SKILL,27.0,27000.0,90.5,156.0,90.5,sf_ecr,-13.4,,T5_76-100,,,T5_76-100,12,3,8,106.35,Blake Bombers,Gride,False
2025,16280,Daiyan Henley,LB,IDP,2.0,2000.0,,,,,72.0,27.8,,15,IDP3_13-24,IDP3_13-24,2,1,0,24.01,Blake Bombers,Blake Bombers,True
2025,13635,D.J. Moore,WR,SKILL,21.0,21000.0,60.9,77.0,60.9,sf_ecr,42.9,489.5,T4_51-75,,,T4_51-75,8,6,1,41.18,L.A. Looks,Gride,False
2025,15261,Chuba Hubbard,RB,SKILL,37.0,37000.0,87.8,67.0,87.8,sf_ecr,16.9,2189.3,T5_76-100,,,T5_76-100,13,8,4,82.66,L.A. Looks,Real Deal Creel,False
2025,15839,Nick Cross,S,IDP,3.0,3000.0,,,,,157.2,19.1,,3,IDP1_1-6,IDP1_1-6,3,1,1,25.11,Sex Manther,Pure Greatness,False
2025,13404,Austin Ekeler,RB,SKILL,8.0,8000.0,,205.0,205.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,2,1,0,24.0,Real Deal Creel,Real Deal Creel,True
2025,14071,David Montgomery,RB,SKILL,20.0,20000.0,95.0,113.0,95.0,sf_ecr,31.6,632.9,T5_76-100,,,T5_76-100,6,2,3,52.95,Real Deal Creel,L.A. Looks,False
2025,11150,Geno Smith,QB,SKILL,15.0,15000.0,99.2,227.0,99.2,sf_ecr,11.9,1260.5,T5_76-100,,,T5_76-100,4,2,1,25.67,Pure Greatness,HammerTime 🔨 ⏰,False
2025,13163,Chris Godwin,WR,SKILL,10.0,10000.0,102.5,203.0,102.5,sf_ecr,-2.3,,T6_101-150,,,T6_101-150,6,5,0,24.01,Blake Bombers,Blake Bombers,True
2025,12186,Stefon Diggs,WR,SKILL,20.0,20000.0,135.9,172.0,135.9,sf_ecr,44.8,446.4,T6_101-150,,,T6_101-150,11,4,6,75.59,Hawks,L.A. Looks,False
2025,15253,Travis Etienne,RB,SKILL,17.0,17000.0,98.6,166.0,98.6,sf_ecr,119.8,141.9,T5_76-100,,,T5_76-100,8,4,3,78.89,Gride,Gride,True
2025,13592,Sam Darnold,QB,SKILL,18.0,18000.0,90.7,229.0,90.7,sf_ecr,53.8,334.6,T5_76-100,,,T5_76-100,8,7,0,24.04,Gride,Gride,True
2025,13590,Baker Mayfield,QB,SKILL,31.0,31000.0,29.3,58.0,29.3,sf_ecr,82.2,377.1,T3_26-50,,,T3_26-50,7,4,2,24.43,Pure Greatness,Pure Greatness,True
2025,13130,Christian McCaffrey,RB,SKILL,56.0,56000.0,48.7,12.0,48.7,sf_ecr,278.3,201.2,T3_26-50,,,T3_26-50,11,3,7,43.47,Cleon Ca$h,Pure Greatness,False
2025,14797,D'Andre Swift,RB,SKILL,23.0,23000.0,112.6,99.0,112.6,sf_ecr,97.6,235.7,T6_101-150,,,T6_101-150,7,3,3,47.79,The Long Haulers,Blake Bombers,False
2025,13164,Cooper Kupp,WR,SKILL,9.0,9000.0,140.2,184.0,140.2,sf_ecr,4.3,2093.0,T6_101-150,,,T6_101-150,4,3,0,24.01,The Long Haulers,The Long Haulers,True
2025,14928,Logan Wilson,LB,IDP,2.0,2000.0,,,,,39.0,51.3,,23,IDP3_13-24,IDP3_13-24,2,1,0,24.01,C-Town Chivalry,C-Town Chivalry,True
2025,11244,Travis Kelce,TE,SKILL,21.0,21000.0,123.3,123.0,123.3,sf_ecr,53.1,395.5,T6_101-150,,,T6_101-150,14,5,8,123.32,C-Town Chivalry,Pure Greatness,False
2025,13299,George Kittle,TE,SKILL,29.0,29000.0,69.7,53.0,69.7,sf_ecr,75.7,383.1,T4_51-75,,,T4_51-75,8,4,3,27.66,HammerTime 🔨 ⏰,Sex Manther,False
2025,14779,Justin Herbert,QB,SKILL,51.0,51000.0,14.1,149.0,14.1,sf_ecr,112.4,453.7,T2_13-25,,,T2_13-25,5,2,2,24.31,HammerTime 🔨 ⏰,Cleon Ca$h,False
2025,15698,Brock Purdy,QB,SKILL,28.0,28000.0,28.3,120.0,28.3,sf_ecr,112.2,249.6,T3_26-50,,,T3_26-50,4,3,0,24.0,Blake Bombers,Blake Bombers,True
